subject,data,modality,layer,contrast,focus,runType,session,design,statType
sub-06,110.0810578059819,BOLD,6,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,145.5976384964542,BOLD,7,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,205.96076935988205,BOLD,8,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,289.66716521825543,BOLD,9,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,378.7074014899436,BOLD,10,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,377.9645622128346,BOLD,11,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,136.29745054244995,BOLD,1,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,207.31269132918206,BOLD,2,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,278.5953204035759,BOLD,3,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,396.2542536808894,BOLD,4,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,555.2307536321528,BOLD,5,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,736.6995897028181,BOLD,6,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,966.226671744084,BOLD,7,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,1119.076907426883,BOLD,8,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,1166.8600010016025,BOLD,9,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,1097.8350644915292,BOLD,10,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,970.8334130459144,BOLD,11,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,-0.3577329849146984,VASO,1,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,-0.11996882819179175,VASO,2,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,0.4167020584573038,VASO,3,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,1.065690266684844,VASO,4,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,1.667031607371481,VASO,5,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,2.1955916150990458,VASO,6,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,2.5792049001092496,VASO,7,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,3.139800918216889,VASO,8,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,3.2348369791960487,VASO,9,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,2.4353433539672347,VASO,10,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,1.6083029958679051,VASO,11,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-06,0.3517422444949096,VASO,1,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,0.7952973121318264,VASO,2,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,1.091710320153652,VASO,3,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,1.4969362238278756,VASO,4,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,2.146137530751088,VASO,5,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,2.8634965419769287,VASO,6,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,3.498913616373919,VASO,7,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,3.703065343392201,VASO,8,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,3.508972869469569,VASO,9,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,3.0181150925293396,VASO,10,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,2.508047109744588,VASO,11,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-06,-18.98740769516338,VASO,1,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,-4.2278124249499776,VASO,2,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,27.993611186742783,VASO,3,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,69.88263100293966,VASO,4,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,110.23490370722378,VASO,5,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,143.5025425222185,VASO,6,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,161.82829730752584,VASO,7,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,182.4876926713265,VASO,8,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,173.73279558308423,VASO,9,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,123.32550900458787,VASO,10,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,75.84164449035144,VASO,11,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-06,55.850682240551,VASO,1,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,128.02971581445223,VASO,2,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,176.44372122455388,VASO,3,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,238.34944986196663,VASO,4,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,330.57469912136304,VASO,5,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,428.5737870534261,VASO,6,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,512.7183134659477,VASO,7,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,533.5368548662235,VASO,8,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,506.7416739830604,VASO,9,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,456.6003606560525,VASO,10,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-06,398.37202184708394,VASO,11,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,2.8083431941873216,BOLD,1,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,3.1851952013459406,BOLD,2,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,4.1626659263789225,BOLD,3,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,5.891032118228766,BOLD,4,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,8.517187267682777,BOLD,5,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,10.927536538352973,BOLD,6,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,12.121178688990293,BOLD,7,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,12.50070910374682,BOLD,8,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,11.658441502382889,BOLD,9,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,10.003762464487938,BOLD,10,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,9.450890432111919,BOLD,11,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,4.305808953820344,BOLD,1,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,4.808844653454773,BOLD,2,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,5.993315981244141,BOLD,3,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,6.726558999908276,BOLD,4,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,7.525589261828242,BOLD,5,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,8.531767819409032,BOLD,6,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,9.478896814567303,BOLD,7,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,10.59985938990632,BOLD,8,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,11.501659346929449,BOLD,9,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,12.427251977579933,BOLD,10,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,12.65502874461972,BOLD,11,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,111.19077348709106,BOLD,1,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,123.21973876675148,BOLD,2,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,166.87378692396598,BOLD,3,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,250.5173731219132,BOLD,4,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,390.02040308010885,BOLD,5,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,526.9858972539151,BOLD,6,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,598.5403994008115,BOLD,7,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,628.5563632999499,BOLD,8,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,587.2756311056268,BOLD,9,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,510.2143132532243,BOLD,10,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,490.37435025361276,BOLD,11,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,558.054824322988,BOLD,1,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,615.247928404115,BOLD,2,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,766.5645468010092,BOLD,3,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,865.4012449264526,BOLD,4,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,986.4633305730047,BOLD,5,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,1152.6270045306233,BOLD,6,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,1316.7205487189933,BOLD,7,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,1510.6034360634974,BOLD,8,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,1660.54168867907,BOLD,9,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,1831.5323006766182,BOLD,10,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,1874.2552568085339,BOLD,11,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,2.293846171283236,VASO,1,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,2.5095295633435786,VASO,2,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,2.8340979427805593,VASO,3,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,3.5250168559457924,VASO,4,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,4.437942183208771,VASO,5,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,5.176711875775139,VASO,6,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,5.400910983426977,VASO,7,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,5.294311516668609,VASO,8,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,4.738993879919517,VASO,9,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,4.19707606032455,VASO,10,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,3.67859216991459,VASO,11,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-07,2.1007851025637456,VASO,1,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,2.369320444563447,VASO,2,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,2.626334339450553,VASO,3,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,2.6552910146804956,VASO,4,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,2.5856346914897093,VASO,5,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,2.7141876144989117,VASO,6,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,3.0249309905788353,VASO,7,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,3.5209753085405397,VASO,8,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,3.8010837151514774,VASO,9,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,3.6839781524008743,VASO,10,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,3.3194235407804347,VASO,11,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-07,78.69468636984824,VASO,1,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,84.97205556294308,VASO,2,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,95.89156453728964,VASO,3,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,122.19355873004037,VASO,4,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,160.4310011631403,VASO,5,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,193.42393060384063,VASO,6,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,209.01495181498373,VASO,7,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,213.4866010757144,VASO,8,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,202.37334158220364,VASO,9,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,191.07982745359269,VASO,10,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,181.86504846883398,VASO,11,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-07,337.50989566831026,VASO,1,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,372.30402963327805,VASO,2,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,418.5760685081752,VASO,3,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,419.1220523932041,VASO,4,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,404.7648767007364,VASO,5,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,414.08566508937525,VASO,6,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,442.38710385595846,VASO,7,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,490.3911915803567,VASO,8,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,512.2736314685139,VASO,9,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,487.52801179885864,VASO,10,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,435.96944846425737,VASO,11,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-07,2.2198402956244534,BOLD,1,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,3.6145633073414074,BOLD,2,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,6.23809964621245,BOLD,3,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,9.757034540176392,BOLD,4,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,12.982727578192046,BOLD,5,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,15.920635076130138,BOLD,6,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,17.72802952457877,BOLD,7,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,18.133435673183865,BOLD,8,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,17.276713937123617,BOLD,9,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,14.761357659517332,BOLD,10,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,13.104128941050115,BOLD,11,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,1.539642570540309,BOLD,1,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,2.277720323315373,BOLD,2,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,3.6129639200542285,BOLD,3,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,5.383726793030898,BOLD,4,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,7.870705025536673,BOLD,5,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,10.424990542080938,BOLD,6,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,12.495192203521729,BOLD,7,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,12.66592158317566,BOLD,8,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,11.148128852844238,BOLD,9,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,7.909255339549138,BOLD,10,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,4.805892588713994,BOLD,11,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,88.16754914522171,BOLD,1,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,146.95482478422278,BOLD,2,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,272.9347315546292,BOLD,3,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,464.55450924960047,BOLD,4,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,665.866090485544,BOLD,5,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,887.4426045137293,BOLD,6,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,1056.6374682258156,BOLD,7,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,1130.793643951416,BOLD,8,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,1072.3759637451171,BOLD,9,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,891.1293683606525,BOLD,10,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,756.8835173552891,BOLD,11,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,194.49986033969455,BOLD,1,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,282.46670899567783,BOLD,2,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,467.23406385338825,BOLD,3,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,772.2096621195475,BOLD,4,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,1273.0625411053093,BOLD,5,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,1850.596070581553,BOLD,6,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,2312.1713220214842,BOLD,7,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,2365.3092919921874,BOLD,8,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,2042.6434155273437,BOLD,9,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,1426.0342618502104,BOLD,10,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,880.1057168153616,BOLD,11,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,2.5372327715158463,VASO,1,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,3.3586529949132133,VASO,2,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,4.298092557423151,VASO,3,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,4.871073007583618,VASO,4,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,5.103294188326055,VASO,5,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,4.806398828240002,VASO,6,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,4.360010468784501,VASO,7,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,3.5937668301372065,VASO,8,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,2.64971885903428,VASO,9,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,1.4907454343317725,VASO,10,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,0.6476727431675173,VASO,11,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-07,0.4851506391229729,VASO,1,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,0.8265259997160347,VASO,2,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,1.1676452431989752,VASO,3,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,1.4900118078415592,VASO,4,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,1.778522936665282,VASO,5,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,2.0040521624745153,VASO,6,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,2.1173949382454156,VASO,7,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,2.0715311422944067,VASO,8,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,1.7973941195011138,VASO,9,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,1.3436091307264109,VASO,10,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,0.8756898985459254,VASO,11,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-07,80.62777953147888,VASO,1,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,104.50972831950469,VASO,2,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,134.20150107768043,VASO,3,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,157.04899978637695,VASO,4,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,174.3462599552039,VASO,5,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,181.2846466513241,VASO,6,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,186.35339666815366,VASO,7,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,178.33808355530104,VASO,8,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,147.5879935437441,VASO,9,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,98.42965974918631,VASO,10,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,52.19328107895716,VASO,11,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-07,56.66376323501269,VASO,1,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,93.55681029072514,VASO,2,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,130.6102977356185,VASO,3,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,170.88903192679086,VASO,4,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,211.13717503450354,VASO,5,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,255.18092752962696,VASO,6,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,310.8503546524048,VASO,7,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,391.62951190948485,VASO,8,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,420.9108486557007,VASO,9,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,353.9583416718703,VASO,10,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-07,216.6121396529369,VASO,11,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,4.835842478656231,BOLD,1,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,7.027839878582841,BOLD,2,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,10.00110402736035,BOLD,3,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,12.331282664989603,BOLD,4,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,14.215068285058184,BOLD,5,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,15.461123681837513,BOLD,6,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,16.5066817212267,BOLD,7,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,16.744199711343516,BOLD,8,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,17.44092578046462,BOLD,9,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,17.515395451994504,BOLD,10,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,17.168447075663387,BOLD,11,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,2.1416241196369317,BOLD,1,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,3.197161831650265,BOLD,2,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,4.715648593524327,BOLD,3,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,5.830242082305338,BOLD,4,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,6.834410990156779,BOLD,5,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,7.491223050702002,BOLD,6,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,8.40230586901814,BOLD,7,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,9.162435355393782,BOLD,8,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,10.20461143465603,BOLD,9,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,10.934717241455527,BOLD,10,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,11.212801765751195,BOLD,11,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,163.53984040201158,BOLD,1,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,243.5641473616469,BOLD,2,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,359.0196804004711,BOLD,3,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,456.570360030251,BOLD,4,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,549.153587899557,BOLD,5,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,615.1328353389617,BOLD,6,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,680.0002655236899,BOLD,7,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,697.998390087183,BOLD,8,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,750.575351490694,BOLD,9,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,765.3205747043385,BOLD,10,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,763.2482116286819,BOLD,11,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,215.3918260782957,BOLD,1,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,327.2624826315455,BOLD,2,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,493.72936147647897,BOLD,3,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,619.3597168319527,BOLD,4,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,744.5957900256645,BOLD,5,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,832.5551848380796,BOLD,6,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,955.2905896245217,BOLD,7,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,1052.4106646551602,BOLD,8,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,1201.350077685188,BOLD,9,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,1308.7040463615867,BOLD,10,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,1362.0036060230152,BOLD,11,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,2.450755139232501,VASO,1,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,2.8713299884191623,VASO,2,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,3.634922144832192,VASO,3,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,4.199318154104825,VASO,4,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,4.625877830313473,VASO,5,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,4.736436421096686,VASO,6,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,4.599373914808238,VASO,7,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,3.8403186075173426,VASO,8,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,2.612996287698693,VASO,9,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,1.078146840829183,VASO,10,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,-0.20387872993140607,VASO,11,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-08,1.3732224702835083,VASO,1,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,1.5049519714903774,VASO,2,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,1.8892877949299394,VASO,3,visuotactile,v1,eventStim,ses-001,eventStim,zstat
