subject,data,modality,layer,contrast,focus,runType,session,design,statType
sub-08,2.1553365387793244,VASO,4,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,2.347004851530783,VASO,5,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,2.458562277329545,VASO,6,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,2.460837592199749,VASO,7,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,2.4198725632783296,VASO,8,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,1.9756320123560727,VASO,9,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,1.3309979229508078,VASO,10,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,0.7627318596114984,VASO,11,visuotactile,v1,eventStim,ses-001,eventStim,zstat
sub-08,112.85066462638683,VASO,1,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,127.70842347382369,VASO,2,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,158.7877635222215,VASO,3,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,180.7341041345706,VASO,4,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,195.02069584916276,VASO,5,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,197.6089202311731,VASO,6,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,188.09999221776212,VASO,7,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,154.25743339372718,VASO,8,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,102.51683229832527,VASO,9,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,41.163444372660976,VASO,10,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,-8.591206871174478,VASO,11,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-08,207.22197642720732,VASO,1,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,219.27608086288822,VASO,2,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,273.09936749673153,VASO,3,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,306.9239194913842,VASO,4,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,327.30755504747714,VASO,5,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,336.61855241233303,VASO,6,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,328.7509126063107,VASO,7,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,318.87811250963074,VASO,8,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,255.48814062741312,VASO,9,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,170.882676152622,VASO,10,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,98.13670579082257,VASO,11,visuotactile,v1,eventStim,ses-001,eventStim,cope
sub-08,1.9066889846324921,BOLD,1,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,2.322490004114282,BOLD,2,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,3.262925612660391,BOLD,3,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,3.2688837407723716,BOLD,4,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,3.331514649857313,BOLD,5,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,3.2154099936014973,BOLD,6,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,3.6200517074683227,BOLD,7,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,4.494460522289008,BOLD,8,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,5.4668655202422345,BOLD,9,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,5.537018728417319,BOLD,10,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,4.801772690205662,BOLD,11,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,0.9474887976795435,BOLD,1,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,1.1063932359848223,BOLD,2,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,2.092682456597686,BOLD,3,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,2.683173502161019,BOLD,4,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,2.675718748416656,BOLD,5,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,2.3876297641545534,BOLD,6,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,2.0245916056069166,BOLD,7,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,2.4385687498979167,BOLD,8,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,3.146706399783282,BOLD,9,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,3.643657582837182,BOLD,10,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,3.6817212027532085,BOLD,11,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,91.78880550384521,BOLD,1,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,113.11899756713652,BOLD,2,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,158.85780094691685,BOLD,3,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,160.12712809486666,BOLD,4,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,166.71137364399738,BOLD,5,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,162.4469429254532,BOLD,6,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,182.17674669703922,BOLD,7,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,224.02045977955135,BOLD,8,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,272.93975496963714,BOLD,9,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,276.933479334857,BOLD,10,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,239.7396650535089,BOLD,11,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,132.07045709609986,BOLD,1,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,153.2861713087055,BOLD,2,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,294.93654522214615,BOLD,3,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,384.24083242252254,BOLD,4,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,387.35832811013245,BOLD,5,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,347.4975597858429,BOLD,6,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,298.81333570544786,BOLD,7,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,369.89038440543163,BOLD,8,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,489.97016369456975,BOLD,9,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,577.6113870981577,BOLD,10,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,585.6625908745659,BOLD,11,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,1.307558677121997,VASO,1,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,1.3188650709852365,VASO,2,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,1.3415758106990585,VASO,3,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,1.141873421660368,VASO,4,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,1.4895264806631856,VASO,5,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,2.2212176288012415,VASO,6,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,2.84603122259314,VASO,7,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,3.059561862702101,VASO,8,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,2.537385884095246,VASO,9,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,1.2835958358907216,VASO,10,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,0.0995570451228155,VASO,11,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-08,1.1312707994878293,VASO,1,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,1.3440792421272523,VASO,2,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,1.9105386672142362,VASO,3,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,2.157162196394326,VASO,4,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,1.7921209038259127,VASO,5,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,1.4363237655488774,VASO,6,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,0.7605874470397327,VASO,7,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,0.6529571535459286,VASO,8,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,0.7586175812224687,VASO,9,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,0.7660907881988867,VASO,10,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,0.5564445787005954,VASO,11,visuotactile,s1,eventStim,ses-001,eventStim,zstat
sub-08,98.86612599372864,VASO,1,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,100.64833402108978,VASO,2,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,98.4317400591714,VASO,3,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,76.8718951612279,VASO,4,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,95.68972652692061,VASO,5,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,136.16992580890656,VASO,6,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,171.65866775045524,VASO,7,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,181.9805825058843,VASO,8,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,146.59539013513378,VASO,9,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,73.04754121561308,VASO,10,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,6.635418635827524,VASO,11,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-08,290.3898229312897,VASO,1,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,335.1052852751504,VASO,2,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,458.8716725758144,VASO,3,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,487.62000871741253,VASO,4,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,378.7677203447391,VASO,5,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,276.5069311624393,VASO,6,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,136.9081900764156,VASO,7,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,116.71216463035262,VASO,8,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,139.51427166226884,VASO,9,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,143.3496156640955,VASO,10,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-08,105.70515170914156,VASO,11,visuotactile,s1,eventStim,ses-001,eventStim,cope
sub-09,4.401363634046108,BOLD,1,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,5.406865259463137,BOLD,2,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,6.494692462744152,BOLD,3,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,7.813359283276324,BOLD,4,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,9.335915931500494,BOLD,5,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,10.43655072987327,BOLD,6,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,11.62200252744807,BOLD,7,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,12.142580709896153,BOLD,8,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,11.569240649789572,BOLD,9,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,11.563674388026342,BOLD,10,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,9.280471258526367,BOLD,11,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,3.493228937058202,BOLD,1,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,4.2780459229148295,BOLD,2,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,4.949686409601717,BOLD,3,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,5.414161424662145,BOLD,4,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,5.814101911149919,BOLD,5,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,6.347940347872334,BOLD,6,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,6.801414460198492,BOLD,7,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,6.851034341388279,BOLD,8,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,6.619083441929384,BOLD,9,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,6.577976746762053,BOLD,10,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,5.807084406936361,BOLD,11,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,2.9548012899658667,BOLD,1,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,3.477075420352149,BOLD,2,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,4.195449619841306,BOLD,3,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,4.864702580644274,BOLD,4,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,5.732470340153668,BOLD,5,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,5.97480788666183,BOLD,6,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,6.975907600524589,BOLD,7,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,7.398985226154327,BOLD,8,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,7.442435848577456,BOLD,9,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,8.338307368945568,BOLD,10,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,7.591479536746779,BOLD,11,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,148.92509500106806,BOLD,1,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,188.20934374803286,BOLD,2,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,231.2553378344639,BOLD,3,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,288.23147190741776,BOLD,4,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,361.98389310389757,BOLD,5,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,424.63151049119307,BOLD,6,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,495.9362677177812,BOLD,7,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,541.8092093870375,BOLD,8,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,530.043010854721,BOLD,9,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,549.3563707280666,BOLD,10,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,434.72254248876726,BOLD,11,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,124.19428544574313,BOLD,1,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,146.9799670179062,BOLD,2,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,178.75778959406182,BOLD,3,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,212.14768594525896,BOLD,4,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,257.42373406747356,BOLD,5,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,279.6391421037096,BOLD,6,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,335.5744279246045,BOLD,7,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,365.5742265044318,BOLD,8,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,374.0746751135046,BOLD,9,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,428.15619848535414,BOLD,10,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,388.6956239592644,BOLD,11,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,0.8681443776915628,VASO,1,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,1.493399354602943,VASO,2,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,2.2390980123317674,VASO,3,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,3.0724704421634943,VASO,4,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,3.673892269958742,VASO,5,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,3.891615234717294,VASO,6,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,3.942573184131557,VASO,7,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,3.729453842209445,VASO,8,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,3.2088617824018,VASO,9,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,2.5465159215684485,VASO,10,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,1.6833425291303186,VASO,11,visuotactile,v1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,1.010230215695051,VASO,1,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,1.299680769081493,VASO,2,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,1.410429064570827,VASO,3,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,1.4926242815717212,VASO,4,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,1.6798251007612635,VASO,5,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,1.911516908981308,VASO,6,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,2.1002657737933164,VASO,7,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,2.138674126577874,VASO,8,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,1.8816189096139913,VASO,9,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,1.4507833614469843,VASO,10,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.8270810085138486,VASO,11,visual,v1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.790981057033475,VASO,1,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.0026808777447427,VASO,2,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.3024646396821378,VASO,3,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.5856530681744498,VASO,4,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.6252238249844595,VASO,5,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.4945808041114284,VASO,6,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.4818556695125806,VASO,7,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.3789678839842479,VASO,8,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.1957510478794575,VASO,9,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,1.0484594616087828,VASO,10,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,0.9256481629676155,VASO,11,visuotactile,v1,blockStim,ses-001,blockStim,zstat
sub-09,39.59936498618,VASO,1,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,73.82909826387807,VASO,2,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,114.23515853180108,VASO,3,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,162.260061536645,VASO,4,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,199.73652493953705,VASO,5,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,223.53466171644536,VASO,6,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,231.8777795938345,VASO,7,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,216.2390296596951,VASO,8,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,178.91563035791572,VASO,9,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,135.8749256965962,VASO,10,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,79.85596201496739,VASO,11,visuotactile,v1,blockStimLongTR,ses-001,blockStim,cope
sub-09,63.45831268205845,VASO,1,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,83.11504930762288,VASO,2,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,106.45918756300676,VASO,3,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,131.5290970712338,VASO,4,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,136.13005432402133,VASO,5,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,128.43617614720372,VASO,6,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,123.78714118178328,VASO,7,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,109.59460391309526,VASO,8,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,84.94773254502903,VASO,9,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,70.62993242207993,VASO,10,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,59.18367522474258,VASO,11,visuotactile,v1,blockStim,ses-001,blockStim,cope
sub-09,2.3131057040854577,BOLD,1,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,2.2746334450244903,BOLD,2,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,2.344975083818038,BOLD,3,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,2.8664057886464493,BOLD,4,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,3.733406121002846,BOLD,5,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,5.075223765609896,BOLD,6,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,5.915492338402307,BOLD,7,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,6.6854680793971495,BOLD,8,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,6.612933405420997,BOLD,9,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,5.68793872975407,BOLD,10,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,4.609074435312124,BOLD,11,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,0.47114023193439825,BOLD,1,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.6195686164051294,BOLD,2,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.5886766244346897,BOLD,3,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.20271194044737115,BOLD,4,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,-0.023255508372056314,BOLD,5,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,-0.05392228422672762,BOLD,6,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.16734003933037028,BOLD,7,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.5160279873829794,BOLD,8,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.640529555936142,BOLD,9,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.8318801778129851,BOLD,10,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.9453715700478781,BOLD,11,visual,s1,blockStimVisOnly,ses-001,blockStim,zstat
sub-09,0.24383734530281453,BOLD,1,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,0.23465594079717994,BOLD,2,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,0.4038848081758867,BOLD,3,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,0.9453124488511729,BOLD,4,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,1.7251849701231132,BOLD,5,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,2.722031925257076,BOLD,6,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,3.307409463936518,BOLD,7,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,3.94205005425237,BOLD,8,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,3.9138297564512885,BOLD,9,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,3.5128971545551066,BOLD,10,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,3.1142197401750655,BOLD,11,visuotactile,s1,blockStim,ses-001,blockStim,zstat
sub-09,65.64129566578637,BOLD,1,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,64.67171272087097,BOLD,2,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,67.96885057290395,BOLD,3,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,85.98623685657032,BOLD,4,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,115.18900066125589,BOLD,5,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,161.73657150829538,BOLD,6,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,193.2739171070211,BOLD,7,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,229.1811422159645,BOLD,8,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,231.74126245592024,BOLD,9,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,210.782119557357,BOLD,10,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,172.09722991330284,BOLD,11,visuotactile,s1,blockStimLongTR,ses-001,blockStim,cope
sub-09,8.34170365475473,BOLD,1,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,6.9592652220726015,BOLD,2,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,13.625304646603762,BOLD,3,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,37.847146679721185,BOLD,4,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,73.18543581493566,BOLD,5,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,122.14273952122997,BOLD,6,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,153.07159173696795,BOLD,7,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,188.9672493838997,BOLD,8,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,188.41683819191857,BOLD,9,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,173.88357547460458,BOLD,10,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,154.05668630599976,BOLD,11,visuotactile,s1,blockStim,ses-001,blockStim,cope
sub-09,0.8083564224098587,VASO,1,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,0.7115582332015038,VASO,2,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,1.1439426804271837,VASO,3,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
sub-09,1.7946925629780346,VASO,4,visuotactile,s1,blockStimLongTR,ses-001,blockStim,zstat
