subject,run,nrTrials,score,modality,currentAverage,focus
sub-07,sub-07_ses-001_task-eventStim_run-001,2,7.417138696028558,BOLD,"[ 8.81371941e-01 -6.99863650e-02 -7.93501609e-01 -1.29594146e-03
  1.28852834e+00  1.88565003e+00  1.23885734e+00 -7.34056522e-01
 -2.19226625e+00 -1.50330096e+00]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,3,5.627280113033704,BOLD,"[-0.23605029 -0.9061654  -0.88379728  0.57202786  2.07817558  2.2643607
  1.13076043 -0.80827073 -2.00690201 -1.20413886]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,4,2.6431223479522576,BOLD,"[-0.61371309 -1.28616802 -1.01180221  0.46521576  1.77018694  1.92825956
  1.07031428 -0.39842606 -1.30246474 -0.62140243]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,5,3.108903729738265,BOLD,"[-0.34746681 -0.89162681 -0.68370774  0.49385446  1.60102336  1.87112993
  1.17227273 -0.36334632 -1.55440456 -1.29772825]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,6,4.067194432547182,BOLD,"[-0.49464507 -1.18825635 -0.93818547  0.49371483  1.84687218  2.10923615
  1.25989155 -0.37233581 -1.54841503 -1.16787699]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,7,4.803561172766316,BOLD,"[-0.59381832 -1.34565429 -0.98847258  0.55564168  2.00796206  2.27963867
  1.23657831 -0.51511314 -1.56776292 -1.06899948]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,8,3.6256481727791843,BOLD,"[-0.47627989 -1.44269587 -1.169171    0.33294345  1.79891461  2.15454113
  1.19463527 -0.40331057 -1.25505667 -0.73452046]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,9,3.130779156592968,BOLD,"[-0.27101425 -1.17203115 -0.98686756  0.40996525  1.78782246  2.06931146
  1.05371686 -0.63115881 -1.49198837 -0.76775589]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,10,3.4619067068071336,BOLD,"[-0.19679525 -1.24574189 -1.17244438  0.32008541  1.84070159  2.11475596
  1.07468189 -0.53662558 -1.38757624 -0.81104152]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,11,3.4652060745667588,BOLD,"[-0.27855353 -1.30141779 -1.30321508  0.10313447  1.72401598  2.16307534
  1.14337387 -0.45413279 -1.19927473 -0.59700575]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,12,2.9353107070635893,BOLD,"[-0.08304232 -1.08866585 -1.21193824  0.10329428  1.66073663  2.05715527
  1.03924897 -0.55874374 -1.29568223 -0.62236277]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,13,2.69380303958105,BOLD,"[ 0.03370966 -1.01789201 -1.18142809  0.14454613  1.6885059   1.98497908
  0.90635367 -0.64666284 -1.31498631 -0.59712519]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,14,2.419987378751669,BOLD,"[ 0.11969433 -0.98588255 -1.2101162   0.03222106  1.55535235  1.9047502
  0.87404689 -0.61769913 -1.21674935 -0.45561761]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,15,2.516709731813742,BOLD,"[ 0.04909248 -1.02912792 -1.21831253  0.02944556  1.58336663  1.96542856
  0.8902067  -0.63726636 -1.19722964 -0.43560347]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,16,2.2561252407445536,BOLD,"[ 0.17560352 -0.96195633 -1.14011353  0.07769394  1.53443605  1.86938444
  0.84651394 -0.61910587 -1.21114902 -0.57130714]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,17,2.4841088189637106,BOLD,"[-0.0125404  -1.1272367  -1.23433378  0.12178256  1.67071074  1.96152124
  0.88261655 -0.56085138 -1.14348428 -0.55818456]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,18,2.5283165605525064,BOLD,"[ 1.59817204e-03 -1.06713583e+00 -1.16277424e+00  1.49371667e-01
  1.65587864e+00  1.96903316e+00  9.30871085e-01 -5.40290392e-01
 -1.21483120e+00 -7.21721072e-01]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,19,2.89549561606246,BOLD,"[-0.17001501 -1.17382257 -1.20765875  0.14258968  1.71323013  2.08165004
  1.0152018  -0.50448175 -1.19185911 -0.70483446]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,20,2.7914073583814725,BOLD,"[ 0.05136223 -0.98103492 -1.13283333  0.10398092  1.61496364  2.01002909
  0.99589975 -0.54848206 -1.29636937 -0.81751595]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,21,2.3595450827387725,BOLD,"[-0.08514133 -1.05296717 -1.10782991  0.17220787  1.65405645  1.96777816
  0.9228258  -0.54697184 -1.21065304 -0.71330499]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,22,2.014798978437916,BOLD,"[-0.1035968  -1.10294932 -1.1543235   0.11391444  1.56782629  1.89053948
  0.89418707 -0.4917746  -1.06432682 -0.54949625]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,23,2.0672413485983654,BOLD,"[-0.07319022 -1.02803843 -1.06089227  0.21051603  1.63956056  1.90590527
  0.85977546 -0.56180444 -1.18066683 -0.71116514]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,24,2.3678440073968376,BOLD,"[-0.16549716 -1.10254891 -1.08464451  0.25399761  1.72409526  1.97875646
  0.89749789 -0.56987824 -1.21768765 -0.71409074]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,25,2.581743966700933,BOLD,"[-0.18726202 -1.13937534 -1.07067563  0.29958602  1.74543234  1.99254542
  0.95581206 -0.50190102 -1.25337185 -0.84078998]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,26,2.690537666811891,BOLD,"[-0.14470187 -1.18478564 -1.18687358  0.23277209  1.75346241  1.99664305
  0.95602034 -0.44432622 -1.16528132 -0.81292924]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,27,2.4307514295403982,BOLD,"[-0.14788608 -1.19216648 -1.23490201  0.13813434  1.64354453  1.93082626
  0.97572688 -0.34892149 -1.04253372 -0.72182225]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,28,2.318365741400213,BOLD,"[-0.18492536 -1.14069895 -1.13660439  0.21037726  1.66264074  1.92173582
  0.96436059 -0.36220832 -1.09089258 -0.84378479]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,29,2.824915003399038,BOLD,"[-0.22774637 -1.21056887 -1.20721027  0.19158124  1.70879046  2.00062735
  1.04805663 -0.30113573 -1.08727204 -0.9151224 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,30,3.0088189492421904,BOLD,"[-0.31605377 -1.27417158 -1.20487264  0.2279912   1.72661967  2.01150908
  1.0965377  -0.23371475 -1.07235714 -0.96148776]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,31,3.325736255919291,BOLD,"[-0.3419849  -1.32294594 -1.22078428  0.2434982   1.75334271  2.05025278
  1.14035852 -0.20343329 -1.07867298 -1.0196308 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,32,3.4923867626218716,BOLD,"[-0.42858194 -1.39591418 -1.26190703  0.24618739  1.78469869  2.07336645
  1.1540138  -0.17365713 -1.03041947 -0.96778657]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,33,3.239231524256005,BOLD,"[-0.40575679 -1.35238092 -1.21716353  0.25856218  1.76150926  2.03951737
  1.12455464 -0.19150209 -1.03854491 -0.9787952 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,34,2.954079502481813,BOLD,"[-0.40938407 -1.32912255 -1.18646442  0.26481889  1.7429648   2.01022553
  1.08313819 -0.22369913 -1.02457515 -0.92790209]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,35,2.756133073645108,BOLD,"[-0.36682609 -1.26278355 -1.16212135  0.2190511   1.67561079  1.97281103
  1.08620252 -0.19815685 -1.01335314 -0.95043446]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,36,3.0377632292417127,BOLD,"[-0.37308802 -1.27428917 -1.17563203  0.20638105  1.69078745  2.02175247
  1.13045974 -0.18750478 -1.03962041 -0.9992463 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,37,2.944158329499409,BOLD,"[-0.4136288  -1.31070791 -1.18278154  0.21437778  1.69429219  2.01671524
  1.11290691 -0.1986268  -1.00664753 -0.92589954]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,38,2.8847130849621916,BOLD,"[-0.38074671 -1.28985978 -1.1937216   0.18718079  1.66852397  2.00573995
  1.11719782 -0.20227295 -1.01386953 -0.89817195]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,39,3.0074161268755,BOLD,"[-0.32618957 -1.25335467 -1.18388422  0.19773432  1.6904954   2.02685739
  1.12302198 -0.23258642 -1.07813393 -0.96396029]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,40,3.0094489927632297,BOLD,"[-0.38949244 -1.29207181 -1.16700643  0.27056078  1.77248701  2.04239672
  1.07260673 -0.28181708 -1.08968928 -0.9379742 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,41,2.839749563292423,BOLD,"[-0.45614935 -1.3205813  -1.15915579  0.27924969  1.75228846  2.00904904
  1.06232457 -0.25315208 -1.03300262 -0.88087062]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,42,2.435183418150505,BOLD,"[-0.43689209 -1.27497067 -1.10926919  0.2989078   1.73081661  1.95702368
  0.98958007 -0.31128526 -1.02538309 -0.81852786]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,43,2.508444671595435,BOLD,"[-0.46210578 -1.2970151  -1.08907965  0.34333759  1.75520478  1.95933962
  0.9937041  -0.30677    -1.04489636 -0.85171921]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,44,2.5910082362241793,BOLD,"[-0.48987691 -1.31447699 -1.06008357  0.40112053  1.79874944  1.97330924
  0.97905681 -0.33914574 -1.07558996 -0.87306283]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,45,2.7379027075788547,BOLD,"[-0.52815395 -1.32099456 -1.04511471  0.42087064  1.82707289  2.00623683
  0.98954774 -0.35555839 -1.09890892 -0.89499757]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,46,2.653805900499287,BOLD,"[-0.58051204 -1.35036008 -1.05922438  0.40285565  1.804505    1.99230716
  0.99170691 -0.32908262 -1.04098534 -0.83121026]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,47,2.2707967897569077,BOLD,"[-0.56521189 -1.32350024 -1.02359616  0.41745329  1.77181258  1.92656986
  0.92690295 -0.35751901 -1.00862969 -0.76428169]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,48,2.4158170070893896,BOLD,"[-0.54851144 -1.31093405 -1.00918452  0.44653729  1.81090374  1.95251915
  0.92888578 -0.38178867 -1.05952846 -0.82889882]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,49,2.514803283994917,BOLD,"[-0.57998246 -1.33529713 -1.01921959  0.44585354  1.81684729  1.96661815
  0.94972121 -0.36493292 -1.05339025 -0.82621784]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,50,2.633972441787411,BOLD,"[-0.58532824 -1.3495946  -1.0386141   0.42651521  1.81815458  1.99325223
  0.97415869 -0.35642795 -1.0537479  -0.82836792]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,51,2.4651774175712475,BOLD,"[-0.58858311 -1.36005187 -1.05247195  0.40713961  1.79223224  1.95997526
  0.95314957 -0.34058079 -1.00357124 -0.76723771]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,52,2.514526156762472,BOLD,"[-0.56363059 -1.32410933 -1.03001043  0.41209097  1.79080652  1.97040084
  0.97287246 -0.34332304 -1.0466457  -0.83845171]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,53,2.5830408012042914,BOLD,"[-0.59365229 -1.33034299 -1.00895896  0.44462376  1.82179032  1.9887578
  0.96056269 -0.37698813 -1.06847689 -0.83731532]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,54,2.5871853011882013,BOLD,"[-0.64334738 -1.33999796 -0.99685458  0.45170912  1.81498173  1.98187754
  0.97184876 -0.35118377 -1.05092603 -0.83810742]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,55,2.5337946417285644,BOLD,"[-0.68114739 -1.35599536 -0.9921739   0.46282785  1.81775956  1.96591485
  0.9541602  -0.34064582 -1.01761942 -0.81308057]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,56,2.321729020695108,BOLD,"[-0.64206979 -1.32029249 -0.98269913  0.45041735  1.79102052  1.93219861
  0.92852925 -0.34934417 -1.01121452 -0.79654564]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,57,2.235567321108284,BOLD,"[-0.60718108 -1.27776072 -0.95589667  0.44599704  1.76604241  1.91828441
  0.93367477 -0.35071733 -1.03547096 -0.83697186]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,58,2.209188192381352,BOLD,"[-0.63369799 -1.28794234 -0.96172461  0.43533744  1.76314392  1.92383879
  0.92687775 -0.36137425 -1.01457107 -0.78988765]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,59,2.153292360676528,BOLD,"[-0.59566086 -1.26764667 -0.97252189  0.42027708  1.75468329  1.91123806
  0.91830622 -0.34875027 -1.00173893 -0.81818603]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,60,2.317454414617207,BOLD,"[-0.61120427 -1.29858141 -0.99283015  0.41754202  1.76953562  1.93994935
  0.94466999 -0.33694963 -1.00651502 -0.8256165 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,61,2.267143620076223,BOLD,"[-0.61240999 -1.31552837 -1.01439123  0.4086803   1.76978716  1.92731643
  0.92732524 -0.33001385 -0.97340745 -0.78735824]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,62,2.2382642295662754,BOLD,"[-0.57692713 -1.28939362 -0.98989591  0.42517308  1.77231193  1.92264938
  0.91916764 -0.3460069  -1.00638639 -0.8306921 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,63,2.205393248017372,BOLD,"[-0.61188298 -1.28860991 -0.96497491  0.43285049  1.75657995  1.91399252
  0.9292607  -0.33485503 -1.00363207 -0.82872876]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,64,2.2842860334048622,BOLD,"[-0.59847206 -1.2832099  -0.96266509  0.43524669  1.77059506  1.93656191
  0.93464721 -0.35464161 -1.03126734 -0.84679486]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,65,2.537898054201895,BOLD,"[-0.61608694 -1.30830718 -0.98058105  0.43088995  1.78702832  1.97949421
  0.98439444 -0.34120999 -1.05949239 -0.87612937]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,66,2.5240341891125477,BOLD,"[-0.66194374 -1.34197341 -0.98566137  0.43638508  1.78792466  1.97069968
  0.97878271 -0.32403604 -1.02215968 -0.83801788]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,67,2.4384114546830613,BOLD,"[-0.64016154 -1.32175846 -0.96810404  0.44185508  1.77672636  1.95412963
  0.96889756 -0.32639827 -1.02757589 -0.85761043]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,68,2.433262280374275,BOLD,"[-0.64317631 -1.32081565 -0.96866766  0.43635372  1.76754812  1.94735655
  0.97466615 -0.30433646 -1.01081141 -0.87811703]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,69,2.5640632825178336,BOLD,"[-0.62919937 -1.33128551 -0.9968705   0.42831371  1.78828912  1.97279982
  0.98822712 -0.31142142 -1.02929718 -0.87955578]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,70,2.523135404633967,BOLD,"[-0.64772027 -1.36110705 -1.01277027  0.42581402  1.7846994   1.96517658
  0.97749954 -0.31096618 -0.9947614  -0.82586437]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,71,2.329454203709806,BOLD,"[-0.64264759 -1.35326627 -0.98634604  0.45297137  1.77792037  1.92659109
  0.93596669 -0.33128404 -0.98356236 -0.79634322]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,72,2.274245536104959,BOLD,"[-0.64973503 -1.36710816 -1.00225906  0.43864984  1.76561019  1.91217056
  0.92900121 -0.31619698 -0.95010033 -0.76003222]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,73,2.2464005880678286,BOLD,"[-0.6335038  -1.34726718 -0.98302516  0.4473332   1.7614906   1.90585514
  0.92925915 -0.3149543  -0.96460797 -0.80057967]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,74,2.231782194884343,BOLD,"[-0.65817578 -1.37529465 -1.00734053  0.43781241  1.76154122  1.89516281
  0.91754499 -0.29703753 -0.91875661 -0.75545634]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,75,2.1420954732532334,BOLD,"[-0.65751383 -1.37910061 -1.0034062   0.44137812  1.74892594  1.87302188
  0.90275516 -0.29484386 -0.90028906 -0.73092753]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,76,2.0911760599565086,BOLD,"[-0.63581359 -1.35554793 -0.99040589  0.43614679  1.73436926  1.86496256
  0.90688592 -0.28783224 -0.90978902 -0.76297586]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,77,1.999271521784148,BOLD,"[-0.59996155 -1.33450875 -0.99416486  0.41274109  1.70634471  1.85157821
  0.91001013 -0.28775245 -0.91446462 -0.7498219 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,78,1.9225717376665465,BOLD,"[-0.57413056 -1.29524662 -0.97758838  0.39861208  1.69511423  1.85404714
  0.90107864 -0.31114074 -0.93004863 -0.76069715]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,79,2.002580599809625,BOLD,"[-0.58965502 -1.31157281 -0.99425759  0.40657032  1.72342131  1.87002065
  0.89659013 -0.32201556 -0.93422013 -0.74488131]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,80,1.9516986275903192,BOLD,"[-0.58619187 -1.32054491 -1.00831296  0.396859    1.716663    1.85407464
  0.88276728 -0.3089135  -0.90169187 -0.72470882]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,81,1.8892361367821562,BOLD,"[-0.55765232 -1.29020368 -0.99174715  0.40762499  1.72276339  1.84861289
  0.86513258 -0.33736309 -0.93148197 -0.73568563]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,82,1.9856829923215353,BOLD,"[-0.57972457 -1.31189552 -0.99633653  0.41675387  1.73329215  1.86080142
  0.88231497 -0.321665   -0.93006904 -0.75347177]",v1
sub-07,sub-07_ses-001_task-eventStim_run-001,83,2.077621149885048,BOLD,"[-0.59758285 -1.32464452 -1.00444585  0.407799    1.72868635  1.87415183
  0.91183389 -0.29703968 -0.92673586 -0.77202232]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,1,13.280270679236498,BOLD,"[-1.1009396  -0.72147969  0.37168042  0.91951324 -0.13235112 -0.82499454
  0.67767934  1.81818626  0.18116678 -1.18846109]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,2,5.100223008780917,BOLD,"[-0.25506026  0.50492315  0.23299346 -0.17790406  0.21209673  0.76701834
  0.77391221  0.17984101 -0.8308334  -1.40698719]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,3,5.902160339120962,BOLD,"[-0.39430568  0.18479002 -0.22187234 -0.55503833  0.22558323  1.18218123
  1.32514351  0.56812702 -0.82596646 -1.4886422 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,4,2.199035775131505,BOLD,"[-0.15309565 -0.25900678 -0.77293346 -0.41867002  0.77844151  1.31448813
  0.93177701  0.18004389 -0.72595777 -0.87508685]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,5,3.72848710718445,BOLD,"[ 0.28220514 -0.19447003 -0.75278797 -0.35772246  0.87826894  1.50377124
  1.0801088   0.10143869 -1.09075391 -1.45005843]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,6,2.713070430143935,BOLD,"[ 0.00452951 -0.59270084 -0.85921646 -0.16080373  1.12313719  1.67843251
  1.11921016  0.04253581 -1.05852628 -1.29659788]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,7,2.4710848540111088,BOLD,"[-0.09667287 -0.70078597 -0.87664321 -0.13533068  1.12943355  1.71823836
  1.18540314 -0.00391401 -1.11247555 -1.10725277]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,8,2.077256626483612,BOLD,"[-0.35242645 -1.0252202  -0.99597165 -0.06139837  1.17673023  1.69143534
  1.17783592  0.09707699 -0.85333051 -0.85473129]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,9,1.426124834483451,BOLD,"[-0.1866471  -0.78512964 -0.80123635 -0.0061547   1.11181193  1.56402028
  1.01123918 -0.05837599 -0.94233696 -0.90719066]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,10,1.0920636906972145,BOLD,"[-0.13553621 -0.70940936 -0.6911531   0.10394347  1.15412109  1.49939124
  0.88359559 -0.17853132 -1.00681157 -0.91960983]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,11,0.8572088920203987,BOLD,"[-0.24556294 -0.79700707 -0.72989223  0.06196994  1.03813956  1.36933893
  0.87241593 -0.03251236 -0.77775948 -0.75913028]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,12,0.5465186492865621,BOLD,"[-0.23723559 -0.72685175 -0.60767951  0.1737823   1.0756948   1.32370287
  0.75572052 -0.16473095 -0.85235463 -0.74004806]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,13,0.46841526025642194,BOLD,"[-0.23793606 -0.7738284  -0.66795908  0.14129471  1.12833874  1.41153261
  0.71682821 -0.29442525 -0.85349408 -0.57035141]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,14,0.8896093778539178,BOLD,"[-0.05710802 -0.71296298 -0.76471842  0.05698792  1.14018422  1.50274126
  0.81187281 -0.34138439 -1.01010583 -0.62550657]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,15,1.4063173295150726,BOLD,"[ 0.14463327 -0.66745174 -0.85537052  0.02512439  1.21766564  1.58964884
  0.83403267 -0.43392591 -1.16301238 -0.69134427]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,16,1.5500743117522913,BOLD,"[ 0.06846181 -0.79125518 -0.86176454  0.14588476  1.36063793  1.68863134
  0.86340849 -0.47262528 -1.24728939 -0.75408993]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,17,1.580502304766596,BOLD,"[-0.18463356 -0.94576898 -0.80109174  0.34909033  1.51352781  1.73990643
  0.89243507 -0.43975864 -1.26453307 -0.85917364]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,18,1.6332484333576025,BOLD,"[-0.20893202 -0.9833422  -0.82654593  0.32994923  1.50757981  1.76084178
  0.92503315 -0.40053739 -1.22254103 -0.88150539]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,19,1.6910336308758864,BOLD,"[-0.30034153 -1.09353532 -0.92813662  0.33154708  1.59275437  1.80590267
  0.90965487 -0.40359707 -1.16348121 -0.75076722]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,20,1.859246488208568,BOLD,"[-0.18177995 -1.0345217  -0.93196878  0.28264407  1.56593723  1.83024267
  0.93358516 -0.41386762 -1.21478082 -0.83549026]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,21,1.3946718620702818,BOLD,"[-0.24506864 -1.06938242 -0.90302989  0.3233599   1.53571843  1.73821918
  0.85194826 -0.4184154  -1.1156816  -0.69766782]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,22,1.0944601492746773,BOLD,"[-0.32421089 -1.09871865 -0.87739697  0.34745138  1.49224154  1.65558355
  0.81542577 -0.36929469 -1.01012475 -0.6309563 ]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,23,0.9860598798587453,BOLD,"[-0.26417283 -1.03365815 -0.81638445  0.38189601  1.50057916  1.63783746
  0.74728659 -0.45769514 -1.04844197 -0.64724669]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,24,0.9788231674384091,BOLD,"[-0.29057768 -0.99109338 -0.80997778  0.31772061  1.44442623  1.64249852
  0.79896302 -0.39632566 -1.02713593 -0.68849794]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,25,1.031450565594067,BOLD,"[-0.30236156 -1.01886382 -0.83684301  0.30108774  1.46078371  1.68006632
  0.79688975 -0.4298531  -1.02500301 -0.62590303]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,26,1.2954763196718255,BOLD,"[-0.29853752 -1.06369903 -0.87865216  0.2866731   1.48158716  1.73918414
  0.86887662 -0.38335731 -1.04294027 -0.70913473]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,27,1.0732539793087776,BOLD,"[-0.40513564 -1.11837167 -0.87350963  0.31334831  1.4838908   1.6824677
  0.80865818 -0.3433286  -0.920942   -0.62707745]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,28,1.0908410968500863,BOLD,"[-0.32370495 -1.0591806  -0.85752298  0.33889143  1.52311438  1.68800635
  0.77304367 -0.40072642 -0.98916034 -0.69276053]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,29,1.2810462422559599,BOLD,"[-0.34340595 -1.08388547 -0.87660046  0.3307561   1.54781882  1.74360646
  0.81690983 -0.39285516 -1.00957544 -0.73276873]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,30,1.2649191399849282,BOLD,"[-0.37984626 -1.07263797 -0.82723004  0.3874789   1.58146872  1.73708562
  0.7887999  -0.41293362 -1.02769382 -0.77449143]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,31,1.59044698944126,BOLD,"[-0.43036662 -1.11472385 -0.86115696  0.37503673  1.606036    1.81055101
  0.88081333 -0.38048409 -1.06740291 -0.81830263]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,32,1.7950088142167053,BOLD,"[-0.48178856 -1.09525326 -0.82071989  0.4015091   1.63218105  1.84687275
  0.91687735 -0.37255078 -1.12209208 -0.90503568]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,33,1.9675860740346716,BOLD,"[-0.4622698  -1.1386852  -0.89599538  0.3763853   1.66652191  1.87453667
  0.93068769 -0.33174888 -1.08116089 -0.93827142]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,34,1.7829156491024776,BOLD,"[-0.55785194 -1.24564855 -0.94168549  0.37753749  1.64267262  1.82583163
  0.91088318 -0.28114509 -0.94781021 -0.78278363]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,35,2.017986059882605,BOLD,"[-0.52964136 -1.21598894 -0.91960284  0.39425506  1.68221439  1.88572747
  0.93704309 -0.31604632 -1.03138191 -0.88657863]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,36,2.030630738028012,BOLD,"[-0.48407597 -1.21719533 -0.94411964  0.37276677  1.6740053   1.88202303
  0.94102149 -0.30057723 -1.02114644 -0.90270198]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,37,1.963467930852673,BOLD,"[-0.51511366 -1.25015179 -0.97091045  0.37855147  1.69540395  1.8669638
  0.90394401 -0.29566919 -0.96722194 -0.84579621]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,38,1.8258275972854767,BOLD,"[-0.54221313 -1.24970117 -0.94904407  0.37092546  1.6540997   1.83504349
  0.90685406 -0.27516911 -0.94040999 -0.81038524]",v1
sub-07,sub-07_ses-001_task-eventStim_run-002,39,1.667373061360791,BOLD,"[-0.47144889 -1.15155177 -0.87222412  0.40283075  1.66459511  1.82809277
  0.84772391 -0.37488373 -1.02166935 -0.85146467]",v1
