subject,data,modality,layer,stimType,contrast,focus,runType
sub-11,4.487607339084549,VASO,5,blockStimLongTR,visiotactile,v1,blockStim
sub-11,4.977194477480354,VASO,6,blockStimLongTR,visiotactile,v1,blockStim
sub-11,4.919113673947074,VASO,7,blockStimLongTR,visiotactile,v1,blockStim
sub-11,4.4140858230159035,VASO,8,blockStimLongTR,visiotactile,v1,blockStim
sub-11,3.6229876870444664,VASO,9,blockStimLongTR,visiotactile,v1,blockStim
sub-11,2.917528045247309,VASO,10,blockStimLongTR,visiotactile,v1,blockStim
sub-11,2.3890237305568505,VASO,11,blockStimLongTR,visiotactile,v1,blockStim
sub-11,3.4589106706591943,BOLD,1,blockStim,visiotactile,v1,blockStim
sub-11,6.454506191859642,BOLD,2,blockStim,visiotactile,v1,blockStim
sub-11,9.76503290090619,BOLD,3,blockStim,visiotactile,v1,blockStim
sub-11,12.2904946244003,BOLD,4,blockStim,visiotactile,v1,blockStim
sub-11,13.716087569126346,BOLD,5,blockStim,visiotactile,v1,blockStim
sub-11,14.524178732028032,BOLD,6,blockStim,visiotactile,v1,blockStim
sub-11,14.786718727512794,BOLD,7,blockStim,visiotactile,v1,blockStim
sub-11,14.020020645434462,BOLD,8,blockStim,visiotactile,v1,blockStim
sub-11,13.006641167029738,BOLD,9,blockStim,visiotactile,v1,blockStim
sub-11,11.636981854971964,BOLD,10,blockStim,visiotactile,v1,blockStim
sub-11,10.343263768169978,BOLD,11,blockStim,visiotactile,v1,blockStim
sub-11,1.0876864842313807,VASO,1,blockStim,visiotactile,v1,blockStim
sub-11,2.094078261198269,VASO,2,blockStim,visiotactile,v1,blockStim
sub-11,3.5943991654529803,VASO,3,blockStim,visiotactile,v1,blockStim
sub-11,4.98782579690818,VASO,4,blockStim,visiotactile,v1,blockStim
sub-11,6.191753901091198,VASO,5,blockStim,visiotactile,v1,blockStim
sub-11,6.930129353776046,VASO,6,blockStim,visiotactile,v1,blockStim
sub-11,6.7172127393159,VASO,7,blockStim,visiotactile,v1,blockStim
sub-11,5.897672929456384,VASO,8,blockStim,visiotactile,v1,blockStim
sub-11,4.2853336989879605,VASO,9,blockStim,visiotactile,v1,blockStim
sub-11,2.874731318966951,VASO,10,blockStim,visiotactile,v1,blockStim
sub-11,1.4562247787436393,VASO,11,blockStim,visiotactile,v1,blockStim
sub-11,2.4739127343207814,BOLD,1,blockStimLongTR,visiotactile,s1,blockStim
sub-11,3.2739339639253147,BOLD,2,blockStimLongTR,visiotactile,s1,blockStim
sub-11,3.41930248811841,BOLD,3,blockStimLongTR,visiotactile,s1,blockStim
sub-11,4.809065302995884,BOLD,4,blockStimLongTR,visiotactile,s1,blockStim
sub-11,5.412784484569093,BOLD,5,blockStimLongTR,visiotactile,s1,blockStim
sub-11,5.605297315742943,BOLD,6,blockStimLongTR,visiotactile,s1,blockStim
sub-11,5.467265538496678,BOLD,7,blockStimLongTR,visiotactile,s1,blockStim
sub-11,4.918360680071492,BOLD,8,blockStimLongTR,visiotactile,s1,blockStim
sub-11,5.253466739763926,BOLD,9,blockStimLongTR,visiotactile,s1,blockStim
sub-11,3.6625635694072116,BOLD,10,blockStimLongTR,visiotactile,s1,blockStim
sub-11,2.5765189971386766,BOLD,11,blockStimLongTR,visiotactile,s1,blockStim
sub-11,1.865803050135609,VASO,1,blockStimLongTR,visiotactile,s1,blockStim
sub-11,2.229198487333519,VASO,2,blockStimLongTR,visiotactile,s1,blockStim
sub-11,2.4718226974457504,VASO,3,blockStimLongTR,visiotactile,s1,blockStim
sub-11,3.1209028254607287,VASO,4,blockStimLongTR,visiotactile,s1,blockStim
sub-11,3.445859461652431,VASO,5,blockStimLongTR,visiotactile,s1,blockStim
sub-11,3.459461420549305,VASO,6,blockStimLongTR,visiotactile,s1,blockStim
sub-11,3.3949967733371023,VASO,7,blockStimLongTR,visiotactile,s1,blockStim
sub-11,2.951561724892552,VASO,8,blockStimLongTR,visiotactile,s1,blockStim
sub-11,2.4402855789199855,VASO,9,blockStimLongTR,visiotactile,s1,blockStim
sub-11,1.7582875882632965,VASO,10,blockStimLongTR,visiotactile,s1,blockStim
sub-11,0.9590701147118428,VASO,11,blockStimLongTR,visiotactile,s1,blockStim
sub-11,1.5118526041398954,BOLD,1,blockStim,visiotactile,s1,blockStim
sub-11,2.0592013772560342,BOLD,2,blockStim,visiotactile,s1,blockStim
sub-11,2.873264100443233,BOLD,3,blockStim,visiotactile,s1,blockStim
sub-11,3.212667223147076,BOLD,4,blockStim,visiotactile,s1,blockStim
sub-11,3.534096413101369,BOLD,5,blockStim,visiotactile,s1,blockStim
sub-11,3.691433373408822,BOLD,6,blockStim,visiotactile,s1,blockStim
sub-11,3.6672761265459006,BOLD,7,blockStim,visiotactile,s1,blockStim
sub-11,3.5035167319478147,BOLD,8,blockStim,visiotactile,s1,blockStim
sub-11,4.015694514705855,BOLD,9,blockStim,visiotactile,s1,blockStim
sub-11,3.5003097300484245,BOLD,10,blockStim,visiotactile,s1,blockStim
sub-11,2.981127146491781,BOLD,11,blockStim,visiotactile,s1,blockStim
sub-11,0.5742720736285848,VASO,1,blockStim,visiotactile,s1,blockStim
sub-11,0.8993176913239697,VASO,2,blockStim,visiotactile,s1,blockStim
sub-11,1.3018190809779546,VASO,3,blockStim,visiotactile,s1,blockStim
sub-11,1.591571529912155,VASO,4,blockStim,visiotactile,s1,blockStim
sub-11,2.104513102786327,VASO,5,blockStim,visiotactile,s1,blockStim
sub-11,2.4865741912956136,VASO,6,blockStim,visiotactile,s1,blockStim
sub-11,2.42716667168987,VASO,7,blockStim,visiotactile,s1,blockStim
sub-11,2.056046668063714,VASO,8,blockStim,visiotactile,s1,blockStim
sub-11,1.6987075911287,VASO,9,blockStim,visiotactile,s1,blockStim
sub-11,0.9777640250478206,VASO,10,blockStim,visiotactile,s1,blockStim
sub-11,0.4632267142801235,VASO,11,blockStim,visiotactile,s1,blockStim
sub-11,0.8582844667922275,BOLD,1,blockStim,visiotactile,v1,blockStim
sub-11,1.1116646026366983,BOLD,2,blockStim,visiotactile,v1,blockStim
sub-11,1.5515759735334413,BOLD,3,blockStim,visiotactile,v1,blockStim
sub-11,2.1564600644584413,BOLD,4,blockStim,visiotactile,v1,blockStim
sub-11,2.571494050556794,BOLD,5,blockStim,visiotactile,v1,blockStim
sub-11,3.1049950242423536,BOLD,6,blockStim,visiotactile,v1,blockStim
sub-11,3.224047531089383,BOLD,7,blockStim,visiotactile,v1,blockStim
sub-11,3.666278556812029,BOLD,8,blockStim,visiotactile,v1,blockStim
sub-11,3.5837858325013747,BOLD,9,blockStim,visiotactile,v1,blockStim
sub-11,3.427868117019534,BOLD,10,blockStim,visiotactile,v1,blockStim
sub-11,3.0250425864668453,BOLD,11,blockStim,visiotactile,v1,blockStim
sub-11,-0.35590944311195083,VASO,1,blockStim,visiotactile,v1,blockStim
sub-11,-0.06058416601683182,VASO,2,blockStim,visiotactile,v1,blockStim
sub-11,0.24881538623760555,VASO,3,blockStim,visiotactile,v1,blockStim
sub-11,0.5233234343708966,VASO,4,blockStim,visiotactile,v1,blockStim
sub-11,0.7804973008328076,VASO,5,blockStim,visiotactile,v1,blockStim
sub-11,0.9930089951726999,VASO,6,blockStim,visiotactile,v1,blockStim
sub-11,1.1826665353944559,VASO,7,blockStim,visiotactile,v1,blockStim
sub-11,1.3522512155636415,VASO,8,blockStim,visiotactile,v1,blockStim
sub-11,1.3450293707040448,VASO,9,blockStim,visiotactile,v1,blockStim
sub-11,1.1127547053154558,VASO,10,blockStim,visiotactile,v1,blockStim
sub-11,0.6268174545611164,VASO,11,blockStim,visiotactile,v1,blockStim
sub-11,0.22281529937051878,BOLD,1,blockStim,visiotactile,s1,blockStim
sub-11,0.6736395444206306,BOLD,2,blockStim,visiotactile,s1,blockStim
sub-11,1.2532385541126132,BOLD,3,blockStim,visiotactile,s1,blockStim
sub-11,1.6790879786842399,BOLD,4,blockStim,visiotactile,s1,blockStim
sub-11,1.7255579188817018,BOLD,5,blockStim,visiotactile,s1,blockStim
sub-11,1.3652281625658873,BOLD,6,blockStim,visiotactile,s1,blockStim
sub-11,1.1046052458030837,BOLD,7,blockStim,visiotactile,s1,blockStim
sub-11,0.8415167579116664,BOLD,8,blockStim,visiotactile,s1,blockStim
sub-11,0.7621064491818349,BOLD,9,blockStim,visiotactile,s1,blockStim
sub-11,0.4241445931707858,BOLD,10,blockStim,visiotactile,s1,blockStim
sub-11,0.044908675514826815,BOLD,11,blockStim,visiotactile,s1,blockStim
sub-11,0.08366455379090722,VASO,1,blockStim,visiotactile,s1,blockStim
sub-11,0.5537136626854159,VASO,2,blockStim,visiotactile,s1,blockStim
sub-11,0.9511166495897261,VASO,3,blockStim,visiotactile,s1,blockStim
sub-11,0.9901921730617889,VASO,4,blockStim,visiotactile,s1,blockStim
sub-11,0.9007476074179213,VASO,5,blockStim,visiotactile,s1,blockStim
sub-11,0.7208422642410577,VASO,6,blockStim,visiotactile,s1,blockStim
sub-11,0.7002602380434317,VASO,7,blockStim,visiotactile,s1,blockStim
sub-11,0.745800981174735,VASO,8,blockStim,visiotactile,s1,blockStim
sub-11,0.7244741428119597,VASO,9,blockStim,visiotactile,s1,blockStim
sub-11,0.3433518282487057,VASO,10,blockStim,visiotactile,s1,blockStim
sub-11,-0.02534136753196695,VASO,11,blockStim,visiotactile,s1,blockStim
sub-12,5.005373113085218,BOLD,1,blockStim,visiotactile,v1,blockStim
sub-12,6.658718163517589,BOLD,2,blockStim,visiotactile,v1,blockStim
sub-12,8.407105896043648,BOLD,3,blockStim,visiotactile,v1,blockStim
sub-12,10.068755893002102,BOLD,4,blockStim,visiotactile,v1,blockStim
sub-12,11.790765490752595,BOLD,5,blockStim,visiotactile,v1,blockStim
sub-12,13.471263007840893,BOLD,6,blockStim,visiotactile,v1,blockStim
sub-12,14.925866879346803,BOLD,7,blockStim,visiotactile,v1,blockStim
sub-12,16.934178815894867,BOLD,8,blockStim,visiotactile,v1,blockStim
sub-12,19.043798858119594,BOLD,9,blockStim,visiotactile,v1,blockStim
sub-12,21.53913627138325,BOLD,10,blockStim,visiotactile,v1,blockStim
sub-12,23.118255011043193,BOLD,11,blockStim,visiotactile,v1,blockStim
sub-12,1.8969357747564766,VASO,1,blockStim,visiotactile,v1,blockStim
sub-12,2.305425983190424,VASO,2,blockStim,visiotactile,v1,blockStim
sub-12,2.8472788434976626,VASO,3,blockStim,visiotactile,v1,blockStim
sub-12,3.373993190185454,VASO,4,blockStim,visiotactile,v1,blockStim
sub-12,3.9268153798517607,VASO,5,blockStim,visiotactile,v1,blockStim
sub-12,4.420513734450204,VASO,6,blockStim,visiotactile,v1,blockStim
sub-12,5.1898905201191745,VASO,7,blockStim,visiotactile,v1,blockStim
sub-12,5.975076637420046,VASO,8,blockStim,visiotactile,v1,blockStim
sub-12,6.9911926037842225,VASO,9,blockStim,visiotactile,v1,blockStim
sub-12,7.51203216010449,VASO,10,blockStim,visiotactile,v1,blockStim
sub-12,7.277383842823668,VASO,11,blockStim,visiotactile,v1,blockStim
sub-13,3.9246577482957106,BOLD,1,blockStim,visiotactile,v1,blockStim
sub-13,4.220522246190479,BOLD,2,blockStim,visiotactile,v1,blockStim
sub-13,4.92624194547534,BOLD,3,blockStim,visiotactile,v1,blockStim
sub-13,5.760750133164075,BOLD,4,blockStim,visiotactile,v1,blockStim
sub-13,6.789398260283888,BOLD,5,blockStim,visiotactile,v1,blockStim
sub-13,7.95827673998746,BOLD,6,blockStim,visiotactile,v1,blockStim
sub-13,8.518653336217849,BOLD,7,blockStim,visiotactile,v1,blockStim
sub-13,9.682004460266658,BOLD,8,blockStim,visiotactile,v1,blockStim
sub-13,10.541189396967653,BOLD,9,blockStim,visiotactile,v1,blockStim
sub-13,13.152369044043802,BOLD,10,blockStim,visiotactile,v1,blockStim
sub-13,15.574968717314981,BOLD,11,blockStim,visiotactile,v1,blockStim
sub-13,1.9209961929382422,VASO,1,blockStim,visiotactile,v1,blockStim
sub-13,2.245388711137431,VASO,2,blockStim,visiotactile,v1,blockStim
sub-13,2.7780672181397676,VASO,3,blockStim,visiotactile,v1,blockStim
sub-13,3.4434261297693056,VASO,4,blockStim,visiotactile,v1,blockStim
sub-13,4.174789959924263,VASO,5,blockStim,visiotactile,v1,blockStim
sub-13,4.967525131052191,VASO,6,blockStim,visiotactile,v1,blockStim
sub-13,5.485051866305077,VASO,7,blockStim,visiotactile,v1,blockStim
sub-13,5.435703946011407,VASO,8,blockStim,visiotactile,v1,blockStim
sub-13,4.76317189951412,VASO,9,blockStim,visiotactile,v1,blockStim
sub-13,3.5181211607925817,VASO,10,blockStim,visiotactile,v1,blockStim
sub-13,1.9457029219378124,VASO,11,blockStim,visiotactile,v1,blockStim
sub-14,4.367214620113373,BOLD,1,blockStim,visiotactile,v1,blockStim
sub-14,5.848300554713265,BOLD,2,blockStim,visiotactile,v1,blockStim
sub-14,7.581871850149972,BOLD,3,blockStim,visiotactile,v1,blockStim
sub-14,9.55664427805755,BOLD,4,blockStim,visiotactile,v1,blockStim
sub-14,11.530579188513377,BOLD,5,blockStim,visiotactile,v1,blockStim
sub-14,13.287903100252151,BOLD,6,blockStim,visiotactile,v1,blockStim
sub-14,14.440461820171725,BOLD,7,blockStim,visiotactile,v1,blockStim
sub-14,15.493334062637821,BOLD,8,blockStim,visiotactile,v1,blockStim
sub-14,16.151448383927345,BOLD,9,blockStim,visiotactile,v1,blockStim
sub-14,16.259290846567307,BOLD,10,blockStim,visiotactile,v1,blockStim
sub-14,16.30522840163287,BOLD,11,blockStim,visiotactile,v1,blockStim
sub-14,3.053077590465546,VASO,1,blockStim,visiotactile,v1,blockStim
sub-14,4.216941346887682,VASO,2,blockStim,visiotactile,v1,blockStim
sub-14,5.477130842587305,VASO,3,blockStim,visiotactile,v1,blockStim
sub-14,6.415016966351008,VASO,4,blockStim,visiotactile,v1,blockStim
sub-14,7.0286818648141525,VASO,5,blockStim,visiotactile,v1,blockStim
sub-14,6.742993474006653,VASO,6,blockStim,visiotactile,v1,blockStim
sub-14,5.892553229485789,VASO,7,blockStim,visiotactile,v1,blockStim
sub-14,4.387480275044518,VASO,8,blockStim,visiotactile,v1,blockStim
sub-14,2.182501661591232,VASO,9,blockStim,visiotactile,v1,blockStim
sub-14,-0.23928065467921514,VASO,10,blockStim,visiotactile,v1,blockStim
sub-14,-2.074847947258283,VASO,11,blockStim,visiotactile,v1,blockStim
sub-05,2.3252517299095947,BOLD,1,eventStim,visiotactile,v1,eventStim
sub-05,3.2099847629851563,BOLD,2,eventStim,visiotactile,v1,eventStim
sub-05,4.0007789162918925,BOLD,3,eventStim,visiotactile,v1,eventStim
sub-05,4.51721414683028,BOLD,4,eventStim,visiotactile,v1,eventStim
sub-05,5.5882611748174575,BOLD,5,eventStim,visiotactile,v1,eventStim
sub-05,6.881005123257637,BOLD,6,eventStim,visiotactile,v1,eventStim
sub-05,8.716559433399286,BOLD,7,eventStim,visiotactile,v1,eventStim
sub-05,10.061050136884054,BOLD,8,eventStim,visiotactile,v1,eventStim
sub-05,11.163175769805909,BOLD,9,eventStim,visiotactile,v1,eventStim
sub-05,11.21590324870327,BOLD,10,eventStim,visiotactile,v1,eventStim
sub-05,10.906574845314026,BOLD,11,eventStim,visiotactile,v1,eventStim
sub-05,0.5174991248586164,VASO,1,eventStim,visiotactile,v1,eventStim
sub-05,1.114580968916815,VASO,2,eventStim,visiotactile,v1,eventStim
sub-05,1.7548099041364535,VASO,3,eventStim,visiotactile,v1,eventStim
sub-05,2.133069860083716,VASO,4,eventStim,visiotactile,v1,eventStim
sub-05,2.851004315261128,VASO,5,eventStim,visiotactile,v1,eventStim
sub-05,3.5553771317289726,VASO,6,eventStim,visiotactile,v1,eventStim
sub-05,4.772885347919581,VASO,7,eventStim,visiotactile,v1,eventStim
sub-05,5.653983790314559,VASO,8,eventStim,visiotactile,v1,eventStim
sub-05,6.6554383907318115,VASO,9,eventStim,visiotactile,v1,eventStim
sub-05,7.085544540171037,VASO,10,eventStim,visiotactile,v1,eventStim
sub-05,7.2333881344114035,VASO,11,eventStim,visiotactile,v1,eventStim
sub-05,1.2395093970976414,BOLD,1,eventStim,visiotactile,s1,eventStim
sub-05,1.1142075600412984,BOLD,2,eventStim,visiotactile,s1,eventStim
sub-05,0.7872787221734013,BOLD,3,eventStim,visiotactile,s1,eventStim
sub-05,0.48751556250947314,BOLD,4,eventStim,visiotactile,s1,eventStim
sub-05,0.4021947718037364,BOLD,5,eventStim,visiotactile,s1,eventStim
sub-05,0.5878286739771671,BOLD,6,eventStim,visiotactile,s1,eventStim
sub-05,1.0263506792626291,BOLD,7,eventStim,visiotactile,s1,eventStim
sub-05,1.9130019711893658,BOLD,8,eventStim,visiotactile,s1,eventStim
sub-05,2.4836623534268023,BOLD,9,eventStim,visiotactile,s1,eventStim
sub-05,3.6929668228734625,BOLD,10,eventStim,visiotactile,s1,eventStim
sub-05,4.4212890693119595,BOLD,11,eventStim,visiotactile,s1,eventStim
sub-05,0.6847508908027694,VASO,1,eventStim,visiotactile,s1,eventStim
sub-05,0.7856213908332089,VASO,2,eventStim,visiotactile,s1,eventStim
sub-05,0.6450859696404743,VASO,3,eventStim,visiotactile,s1,eventStim
sub-05,0.7084371086496574,VASO,4,eventStim,visiotactile,s1,eventStim
sub-05,0.8600341687516238,VASO,5,eventStim,visiotactile,s1,eventStim
sub-05,1.264694767508735,VASO,6,eventStim,visiotactile,s1,eventStim
sub-05,1.4856344609046883,VASO,7,eventStim,visiotactile,s1,eventStim
sub-05,1.9036807598069656,VASO,8,eventStim,visiotactile,s1,eventStim
sub-05,1.7974105395522773,VASO,9,eventStim,visiotactile,s1,eventStim
sub-05,1.9945324618708005,VASO,10,eventStim,visiotactile,s1,eventStim
sub-05,2.033433103135654,VASO,11,eventStim,visiotactile,s1,eventStim
sub-06,1.8282802030444145,BOLD,1,eventStim,visiotactile,v1,eventStim
sub-06,2.9930442117154596,BOLD,2,eventStim,visiotactile,v1,eventStim
sub-06,3.7860219478607178,BOLD,3,eventStim,visiotactile,v1,eventStim
sub-06,4.486522555351257,BOLD,4,eventStim,visiotactile,v1,eventStim
sub-06,4.917749511868986,BOLD,5,eventStim,visiotactile,v1,eventStim
sub-06,5.0285658891263765,BOLD,6,eventStim,visiotactile,v1,eventStim
sub-06,5.29745356805289,BOLD,7,eventStim,visiotactile,v1,eventStim
sub-06,5.53801252640469,BOLD,8,eventStim,visiotactile,v1,eventStim
sub-06,5.242345726653321,BOLD,9,eventStim,visiotactile,v1,eventStim
sub-06,5.224361830368275,BOLD,10,eventStim,visiotactile,v1,eventStim
sub-06,5.001975911550033,BOLD,11,eventStim,visiotactile,v1,eventStim
sub-06,1.2862435081244812,VASO,1,eventStim,visiotactile,v1,eventStim
sub-06,1.8318819143809377,VASO,2,eventStim,visiotactile,v1,eventStim
sub-06,2.6145711692848375,VASO,3,eventStim,visiotactile,v1,eventStim
sub-06,3.3653782265077177,VASO,4,eventStim,visiotactile,v1,eventStim
sub-06,3.785640198482226,VASO,5,eventStim,visiotactile,v1,eventStim
sub-06,3.9314288794994354,VASO,6,eventStim,visiotactile,v1,eventStim
sub-06,3.9278398076100136,VASO,7,eventStim,visiotactile,v1,eventStim
sub-06,3.6427289756723273,VASO,8,eventStim,visiotactile,v1,eventStim
sub-06,3.0121434318692715,VASO,9,eventStim,visiotactile,v1,eventStim
sub-06,2.236799118540636,VASO,10,eventStim,visiotactile,v1,eventStim
sub-06,1.4539479720286834,VASO,11,eventStim,visiotactile,v1,eventStim
sub-06,1.8506833615882152,BOLD,1,eventStim,visiotactile,s1,eventStim
sub-06,2.2848385598348533,BOLD,2,eventStim,visiotactile,s1,eventStim
sub-06,2.465322967385873,BOLD,3,eventStim,visiotactile,s1,eventStim
sub-06,2.917772710781831,BOLD,4,eventStim,visiotactile,s1,eventStim
sub-06,3.6369184089057587,BOLD,5,eventStim,visiotactile,s1,eventStim
sub-06,4.910368777009555,BOLD,6,eventStim,visiotactile,s1,eventStim
sub-06,6.6968729962473335,BOLD,7,eventStim,visiotactile,s1,eventStim
sub-06,7.951017153568757,BOLD,8,eventStim,visiotactile,s1,eventStim
sub-06,8.402390846839317,BOLD,9,eventStim,visiotactile,s1,eventStim
sub-06,7.850453478566716,BOLD,10,eventStim,visiotactile,s1,eventStim
sub-06,6.837139504854797,BOLD,11,eventStim,visiotactile,s1,eventStim
sub-06,1.1726610401475972,VASO,1,eventStim,visiotactile,s1,eventStim
sub-06,1.7161966683747976,VASO,2,eventStim,visiotactile,s1,eventStim
sub-06,2.217884129146114,VASO,3,eventStim,visiotactile,s1,eventStim
sub-06,2.8010174171282696,VASO,4,eventStim,visiotactile,s1,eventStim
sub-06,3.5403396469705246,VASO,5,eventStim,visiotactile,s1,eventStim
sub-06,4.435817182064056,VASO,6,eventStim,visiotactile,s1,eventStim
sub-06,5.206682289856068,VASO,7,eventStim,visiotactile,s1,eventStim
sub-06,5.451150444837717,VASO,8,eventStim,visiotactile,s1,eventStim
sub-06,5.082961632655217,VASO,9,eventStim,visiotactile,s1,eventStim
sub-06,4.23420883129152,VASO,10,eventStim,visiotactile,s1,eventStim
sub-06,3.4215388586286637,VASO,11,eventStim,visiotactile,s1,eventStim
sub-07,4.1216671115554435,BOLD,1,eventStim,visiotactile,v1,eventStim
sub-07,4.6333382137371215,BOLD,2,eventStim,visiotactile,v1,eventStim
sub-07,5.751327053134172,BOLD,3,eventStim,visiotactile,v1,eventStim
sub-07,6.3088884494243525,BOLD,4,eventStim,visiotactile,v1,eventStim
sub-07,6.950341975769481,BOLD,5,eventStim,visiotactile,v1,eventStim
sub-07,7.88808810356501,BOLD,6,eventStim,visiotactile,v1,eventStim
sub-07,8.773049405792303,BOLD,7,eventStim,visiotactile,v1,eventStim
sub-07,9.895543084503748,BOLD,8,eventStim,visiotactile,v1,eventStim
sub-07,10.75785145222746,BOLD,9,eventStim,visiotactile,v1,eventStim
sub-07,11.737441711901845,BOLD,10,eventStim,visiotactile,v1,eventStim
sub-07,11.996325823725487,BOLD,11,eventStim,visiotactile,v1,eventStim
sub-07,2.62064661933657,VASO,1,eventStim,visiotactile,v1,eventStim
sub-07,2.886600804952688,VASO,2,eventStim,visiotactile,v1,eventStim
sub-07,3.3631624979898334,VASO,3,eventStim,visiotactile,v1,eventStim
sub-07,3.597685089783791,VASO,4,eventStim,visiotactile,v1,eventStim
sub-07,3.925189911191528,VASO,5,eventStim,visiotactile,v1,eventStim
sub-07,4.468034132469345,VASO,6,eventStim,visiotactile,v1,eventStim
sub-07,5.0862330443155,VASO,7,eventStim,visiotactile,v1,eventStim
sub-07,5.739807788413973,VASO,8,eventStim,visiotactile,v1,eventStim
sub-07,5.964317885505048,VASO,9,eventStim,visiotactile,v1,eventStim
sub-07,5.7155130296558525,VASO,10,eventStim,visiotactile,v1,eventStim
sub-07,4.984557059346413,VASO,11,eventStim,visiotactile,v1,eventStim
sub-07,1.1547112371772528,BOLD,1,eventStim,visiotactile,s1,eventStim
sub-07,1.6944013464230079,BOLD,2,eventStim,visiotactile,s1,eventStim
sub-07,2.803912364918253,BOLD,3,eventStim,visiotactile,s1,eventStim
sub-07,4.433623636762301,BOLD,4,eventStim,visiotactile,s1,eventStim
sub-07,6.808620574522991,BOLD,5,eventStim,visiotactile,s1,eventStim
sub-07,9.29182372287828,BOLD,6,eventStim,visiotactile,s1,eventStim
sub-07,11.323907651901244,BOLD,7,eventStim,visiotactile,s1,eventStim
sub-07,11.580247192382812,BOLD,8,eventStim,visiotactile,s1,eventStim
sub-07,10.214949293136597,BOLD,9,eventStim,visiotactile,s1,eventStim
sub-07,7.159864742022294,BOLD,10,eventStim,visiotactile,s1,eventStim
sub-07,4.122904000373987,BOLD,11,eventStim,visiotactile,s1,eventStim
sub-07,0.5568350750125117,VASO,1,eventStim,visiotactile,s1,eventStim
sub-07,0.8019860905629618,VASO,2,eventStim,visiotactile,s1,eventStim
sub-07,1.4071817621588707,VASO,3,eventStim,visiotactile,s1,eventStim
sub-07,2.3933560786147914,VASO,4,eventStim,visiotactile,s1,eventStim
sub-07,3.7567761722876103,VASO,5,eventStim,visiotactile,s1,eventStim
sub-07,5.174125729774942,VASO,6,eventStim,visiotactile,s1,eventStim
sub-07,6.227551302909851,VASO,7,eventStim,visiotactile,s1,eventStim
sub-07,6.404587073326111,VASO,8,eventStim,visiotactile,s1,eventStim
sub-07,5.737902822494507,VASO,9,eventStim,visiotactile,s1,eventStim
sub-07,4.389709838594381,VASO,10,eventStim,visiotactile,s1,eventStim
sub-07,3.0639849043427367,VASO,11,eventStim,visiotactile,s1,eventStim
sub-08,2.928422221059638,BOLD,1,eventStim,visiotactile,v1,eventStim
sub-08,4.124954634791867,BOLD,2,eventStim,visiotactile,v1,eventStim
sub-08,5.8151803229536325,BOLD,3,eventStim,visiotactile,v1,eventStim
sub-08,7.049479039236047,BOLD,4,eventStim,visiotactile,v1,eventStim
sub-08,8.226145814104777,BOLD,5,eventStim,visiotactile,v1,eventStim
sub-08,9.03543917440599,BOLD,6,eventStim,visiotactile,v1,eventStim
sub-08,10.02591221673148,BOLD,7,eventStim,visiotactile,v1,eventStim
sub-08,10.779693665711775,BOLD,8,eventStim,visiotactile,v1,eventStim
sub-08,11.785106217159944,BOLD,9,eventStim,visiotactile,v1,eventStim
sub-08,12.560571698581471,BOLD,10,eventStim,visiotactile,v1,eventStim
sub-08,12.896361054600897,BOLD,11,eventStim,visiotactile,v1,eventStim
sub-08,1.8805225674768462,VASO,1,eventStim,visiotactile,v1,eventStim
sub-08,2.156621260082976,VASO,2,eventStim,visiotactile,v1,eventStim
sub-08,2.695820446975611,VASO,3,eventStim,visiotactile,v1,eventStim
sub-08,3.0414100724390183,VASO,4,eventStim,visiotactile,v1,eventStim
sub-08,3.2631214017548213,VASO,5,eventStim,visiotactile,v1,eventStim
sub-08,3.4146943711465405,VASO,6,eventStim,visiotactile,v1,eventStim
sub-08,3.446944475984898,VASO,7,eventStim,visiotactile,v1,eventStim
sub-08,3.4617842340814895,VASO,8,eventStim,visiotactile,v1,eventStim
sub-08,3.103747672017883,VASO,9,eventStim,visiotactile,v1,eventStim
sub-08,2.57915512560045,VASO,10,eventStim,visiotactile,v1,eventStim
sub-08,2.0385344790898867,VASO,11,eventStim,visiotactile,v1,eventStim
sub-08,1.2236174264550208,BOLD,1,eventStim,visiotactile,s1,eventStim
sub-08,1.3147706943498532,BOLD,2,eventStim,visiotactile,s1,eventStim
sub-08,2.172227436756449,BOLD,3,eventStim,visiotactile,s1,eventStim
sub-08,2.4988454453971074,BOLD,4,eventStim,visiotactile,s1,eventStim
sub-08,2.378397785098805,BOLD,5,eventStim,visiotactile,s1,eventStim
sub-08,2.3827816924313083,BOLD,6,eventStim,visiotactile,s1,eventStim
sub-08,2.4453158165152007,BOLD,7,eventStim,visiotactile,s1,eventStim
sub-08,3.142139580887808,BOLD,8,eventStim,visiotactile,s1,eventStim
sub-08,3.9419603834689503,BOLD,9,eventStim,visiotactile,s1,eventStim
sub-08,4.453359450842883,BOLD,10,eventStim,visiotactile,s1,eventStim
sub-08,4.402175843715668,BOLD,11,eventStim,visiotactile,s1,eventStim
sub-08,1.0346979393810034,VASO,1,eventStim,visiotactile,s1,eventStim
sub-08,1.0386003791551355,VASO,2,eventStim,visiotactile,s1,eventStim
sub-08,1.636969794046932,VASO,3,eventStim,visiotactile,s1,eventStim
sub-08,2.006884187567925,VASO,4,eventStim,visiotactile,s1,eventStim
sub-08,1.8470666435284493,VASO,5,eventStim,visiotactile,s1,eventStim
sub-08,1.7888766032992862,VASO,6,eventStim,visiotactile,s1,eventStim
sub-08,1.4376825651002896,VASO,7,eventStim,visiotactile,s1,eventStim
